facturacion_anual,fortaleza_tecnologica,experiencia_requerida,lugar_trabajo,precio_hora,duracion,presupuesto,numero_perfiles_requeridos,volumetria,exito,prob_exito
250k a 1M,Intermedio,Sin Experiencia,Remoto,Por encima del mercado,27,489101,19,736,1,22
Más de 1M,Experto,Sin Experiencia,Remoto,Dentro del mercado,25,14757,20,968,1,25
250k a 1M,Experto,General,Remoto,Por debajo del mercado,27,269120,6,375,0,95
250k a 1M,Experto,Específica,Presencial,Dentro del mercado,34,214171,17,666,1,71
250k a 1M,Intermedio,Específica,Remoto,Por encima del mercado,24,499167,1,245,1,80
Menos de 250k,Experto,General,Remoto,Dentro del mercado,23,488940,13,620,0,39
Menos de 250k,Experto,Específica,Híbrido,Dentro del mercado,25,298014,6,43,1,33
Menos de 250k,Básico,General,Remoto,Por encima del mercado,7,371515,8,335,1,6
250k a 1M,Experto,Específica,Híbrido,Dentro del mercado,8,300181,18,417,1,31
250k a 1M,Experto,General,Presencial,Dentro del mercado,24,336168,19,459,1,39
Menos de 250k,Experto,General,Remoto,Por debajo del mercado,29,351993,9,379,0,5
Más de 1M,Experto,Específica,Remoto,Por encima del mercado,32,401005,5,357,0,65
Más de 1M,Intermedio,Específica,Híbrido,Dentro del mercado,35,22686,12,20,1,57
250k a 1M,Básico,Específica,Presencial,Por debajo del mercado,26,261652,19,913,0,49
250k a 1M,Intermedio,General,Híbrido,Por encima del mercado,12,202500,7,170,0,87
Menos de 250k,Básico,General,Híbrido,Por encima del mercado,21,212312,13,119,1,61
Menos de 250k,Experto,Sin Experiencia,Presencial,Por debajo del mercado,23,157608,6,207,1,43
250k a 1M,Intermedio,Específica,Híbrido,Por debajo del mercado,16,469298,3,843,1,32
Más de 1M,Experto,Específica,Híbrido,Dentro del mercado,16,238300,18,178,1,10
Menos de 250k,Intermedio,General,Presencial,Dentro del mercado,27,184789,17,833,0,90
250k a 1M,Básico,General,Presencial,Dentro del mercado,32,349017,5,732,0,50
Más de 1M,Intermedio,Específica,Híbrido,Por debajo del mercado,1,160299,7,948,1,31
Más de 1M,Experto,General,Presencial,Por encima del mercado,11,83145,16,695,0,67
Más de 1M,Intermedio,Sin Experiencia,Remoto,Por debajo del mercado,36,268150,14,38,1,10
250k a 1M,Experto,General,Remoto,Por encima del mercado,7,135401,6,424,1,42
Más de 1M,Intermedio,Sin Experiencia,Presencial,Por encima del mercado,12,438240,12,899,1,39
Menos de 250k,Intermedio,Sin Experiencia,Híbrido,Dentro del mercado,28,366535,8,935,1,25
Menos de 250k,Básico,General,Presencial,Por encima del mercado,34,311096,5,529,1,23
Más de 1M,Experto,General,Remoto,Dentro del mercado,22,353218,4,654,1,7
Más de 1M,Experto,Específica,Remoto,Dentro del mercado,32,294841,1,156,1,59
Más de 1M,Experto,General,Remoto,Por debajo del mercado,21,79723,8,86,0,61
250k a 1M,Intermedio,Sin Experiencia,Remoto,Por debajo del mercado,35,103366,12,769,0,34
Menos de 250k,Básico,Sin Experiencia,Presencial,Por debajo del mercado,33,48886,14,468,1,12
250k a 1M,Intermedio,Específica,Híbrido,Por encima del mercado,27,407814,14,839,0,24
250k a 1M,Básico,Específica,Híbrido,Por encima del mercado,30,8841,3,223,1,19
250k a 1M,Experto,General,Remoto,Por encima del mercado,23,78663,20,209,0,77
Más de 1M,Experto,Específica,Presencial,Dentro del mercado,24,80179,13,417,1,71
Más de 1M,Intermedio,Específica,Presencial,Por debajo del mercado,31,459150,14,119,1,80
Menos de 250k,Básico,General,Presencial,Por encima del mercado,2,478099,11,364,1,14
250k a 1M,Experto,Específica,Híbrido,Por debajo del mercado,7,146221,19,71,0,34
Menos de 250k,Experto,Específica,Remoto,Por debajo del mercado,30,341608,9,235,0,9
250k a 1M,Intermedio,Específica,Híbrido,Dentro del mercado,4,460739,16,49,0,87
Menos de 250k,Experto,Específica,Remoto,Dentro del mercado,13,94944,5,435,1,55
Menos de 250k,Intermedio,Sin Experiencia,Híbrido,Dentro del mercado,26,184428,2,45,1,13
Más de 1M,Básico,Específica,Remoto,Por encima del mercado,29,456689,2,610,0,13
Más de 1M,Intermedio,Específica,Remoto,Por encima del mercado,13,290497,1,641,0,67
Menos de 250k,Experto,General,Presencial,Por encima del mercado,5,355892,16,487,0,91
Más de 1M,Experto,Sin Experiencia,Presencial,Dentro del mercado,4,420447,6,472,1,58
250k a 1M,Experto,General,Remoto,Dentro del mercado,34,335249,14,170,0,47
Más de 1M,Intermedio,Sin Experiencia,Remoto,Por debajo del mercado,2,121273,5,171,1,2
Más de 1M,Intermedio,Sin Experiencia,Híbrido,Por debajo del mercado,20,326372,1,45,1,22
250k a 1M,Básico,General,Remoto,Por encima del mercado,32,421808,20,859,1,30
250k a 1M,Básico,Sin Experiencia,Híbrido,Dentro del mercado,35,361771,18,329,1,88
250k a 1M,Básico,General,Presencial,Por encima del mercado,32,438952,14,650,1,36
250k a 1M,Intermedio,Específica,Remoto,Dentro del mercado,13,448386,3,301,0,49
250k a 1M,Intermedio,Específica,Híbrido,Dentro del mercado,11,90118,17,197,0,18
250k a 1M,Básico,General,Híbrido,Dentro del mercado,9,250357,5,341,1,75
Más de 1M,Básico,Específica,Remoto,Dentro del mercado,15,407319,2,71,0,4
Menos de 250k,Básico,Específica,Presencial,Por encima del mercado,23,488920,14,872,1,45
Más de 1M,Básico,General,Híbrido,Por encima del mercado,17,369160,19,345,0,10
250k a 1M,Intermedio,Sin Experiencia,Híbrido,Dentro del mercado,28,271024,9,26,0,97
250k a 1M,Intermedio,Específica,Presencial,Dentro del mercado,8,371457,10,245,1,18
Menos de 250k,Intermedio,Específica,Híbrido,Dentro del mercado,14,172712,14,299,0,77
Más de 1M,Básico,General,Remoto,Por debajo del mercado,20,245020,4,194,1,6
250k a 1M,Intermedio,Sin Experiencia,Presencial,Dentro del mercado,10,156275,1,248,1,88
Menos de 250k,Experto,Específica,Remoto,Por encima del mercado,7,448007,8,24,1,16
Menos de 250k,Intermedio,Sin Experiencia,Híbrido,Por debajo del mercado,12,304998,20,860,1,94
Más de 1M,Básico,General,Híbrido,Por encima del mercado,33,309214,12,863,1,70
Más de 1M,Intermedio,Específica,Presencial,Por debajo del mercado,5,56178,12,661,1,78
Más de 1M,Básico,Específica,Remoto,Por debajo del mercado,1,12883,5,730,0,26
Más de 1M,Intermedio,Sin Experiencia,Híbrido,Por encima del mercado,18,317915,9,372,0,38
250k a 1M,Experto,General,Presencial,Por encima del mercado,1,480493,2,633,0,68
Menos de 250k,Experto,Sin Experiencia,Presencial,Por debajo del mercado,20,240308,16,343,1,6
250k a 1M,Básico,Específica,Remoto,Dentro del mercado,11,58161,12,187,1,38
Más de 1M,Experto,Específica,Híbrido,Por debajo del mercado,26,391436,18,266,1,35
250k a 1M,Experto,General,Remoto,Por encima del mercado,34,383675,8,321,1,89
Menos de 250k,Básico,Específica,Remoto,Dentro del mercado,14,295997,7,367,0,17
Más de 1M,Intermedio,General,Presencial,Dentro del mercado,31,453266,12,356,1,88
Menos de 250k,Intermedio,Específica,Presencial,Por debajo del mercado,32,333240,6,534,0,75
Menos de 250k,Básico,General,Remoto,Por debajo del mercado,11,147379,13,25,0,7
Menos de 250k,Básico,Específica,Presencial,Por encima del mercado,23,207007,15,990,1,78
250k a 1M,Intermedio,Específica,Presencial,Por debajo del mercado,28,358077,5,330,0,11
Menos de 250k,Básico,General,Remoto,Dentro del mercado,29,62944,16,573,0,6
250k a 1M,Básico,General,Presencial,Por encima del mercado,11,418534,18,774,1,88
250k a 1M,Básico,Específica,Híbrido,Por encima del mercado,17,35052,3,31,1,89
Menos de 250k,Intermedio,General,Presencial,Dentro del mercado,10,380337,9,385,1,27
Menos de 250k,Experto,Específica,Presencial,Por debajo del mercado,9,318916,20,821,0,70
Más de 1M,Experto,Sin Experiencia,Híbrido,Por encima del mercado,33,320305,1,712,0,34
Más de 1M,Experto,Sin Experiencia,Presencial,Dentro del mercado,24,152835,13,258,1,22
Más de 1M,Experto,Sin Experiencia,Remoto,Por encima del mercado,23,41606,7,292,1,50
Menos de 250k,Intermedio,Sin Experiencia,Presencial,Por encima del mercado,6,81207,5,847,0,53
250k a 1M,Experto,Sin Experiencia,Híbrido,Por debajo del mercado,24,127155,8,824,0,34
Menos de 250k,Básico,Específica,Presencial,Por encima del mercado,4,155362,16,604,1,82
250k a 1M,Intermedio,General,Remoto,Por encima del mercado,32,468475,11,89,1,55
250k a 1M,Intermedio,Específica,Presencial,Por debajo del mercado,24,83980,7,109,0,67
Menos de 250k,Experto,Específica,Remoto,Por debajo del mercado,25,333298,18,639,1,41
Menos de 250k,Intermedio,Sin Experiencia,Presencial,Por debajo del mercado,6,420376,17,792,1,8
250k a 1M,Intermedio,General,Presencial,Dentro del mercado,9,74284,6,130,1,97
Más de 1M,Básico,General,Remoto,Por debajo del mercado,1,196966,14,424,1,94
250k a 1M,Intermedio,General,Presencial,Por encima del mercado,19,180101,20,44,0,20
Menos de 250k,Intermedio,Específica,Presencial,Por debajo del mercado,30,151058,5,727,0,15
Más de 1M,Intermedio,General,Presencial,Por encima del mercado,25,455051,17,995,1,17
Menos de 250k,Intermedio,Específica,Presencial,Dentro del mercado,35,282828,7,156,1,52
Menos de 250k,Intermedio,Sin Experiencia,Híbrido,Dentro del mercado,25,115725,5,124,1,51
Menos de 250k,Básico,General,Híbrido,Por encima del mercado,25,386617,15,348,0,95
Más de 1M,Intermedio,Específica,Remoto,Dentro del mercado,20,498265,12,66,1,69
250k a 1M,Intermedio,Específica,Híbrido,Por debajo del mercado,21,71443,20,513,1,40
Más de 1M,Básico,General,Híbrido,Dentro del mercado,33,182680,8,360,0,26
Menos de 250k,Básico,Específica,Remoto,Dentro del mercado,3,67046,18,59,0,69
Más de 1M,Básico,Sin Experiencia,Presencial,Dentro del mercado,8,475737,12,492,0,70
Menos de 250k,Experto,Sin Experiencia,Híbrido,Por debajo del mercado,14,159387,6,969,1,7
250k a 1M,Intermedio,Sin Experiencia,Presencial,Por encima del mercado,32,94319,2,708,1,10
250k a 1M,Experto,Sin Experiencia,Remoto,Por debajo del mercado,30,82375,8,752,1,91
Más de 1M,Básico,Específica,Presencial,Dentro del mercado,26,305605,16,56,0,70
Más de 1M,Intermedio,General,Híbrido,Por encima del mercado,25,240607,6,46,0,35
Más de 1M,Experto,Específica,Presencial,Por encima del mercado,17,151858,7,834,0,70
Menos de 250k,Intermedio,General,Remoto,Por encima del mercado,3,250650,3,580,0,19
Más de 1M,Intermedio,General,Presencial,Por debajo del mercado,19,388481,1,412,0,29
Menos de 250k,Intermedio,Sin Experiencia,Híbrido,Por encima del mercado,14,388220,15,255,0,32
250k a 1M,Experto,Específica,Híbrido,Por encima del mercado,11,400935,6,560,0,21
Menos de 250k,Intermedio,Sin Experiencia,Híbrido,Dentro del mercado,36,148175,11,661,1,45
Más de 1M,Experto,Sin Experiencia,Presencial,Por debajo del mercado,12,199814,15,43,1,86
250k a 1M,Básico,General,Remoto,Por debajo del mercado,28,73859,10,159,1,8
Más de 1M,Básico,Sin Experiencia,Híbrido,Dentro del mercado,11,499677,16,902,1,89
Más de 1M,Básico,Específica,Remoto,Por debajo del mercado,19,227938,1,69,1,83
250k a 1M,Experto,General,Híbrido,Dentro del mercado,28,484661,2,365,0,59
Más de 1M,Experto,Sin Experiencia,Remoto,Por debajo del mercado,1,60123,5,147,1,1
Más de 1M,Intermedio,General,Presencial,Dentro del mercado,5,382276,4,631,1,23
Menos de 250k,Básico,General,Híbrido,Dentro del mercado,9,149306,18,31,0,10
Menos de 250k,Intermedio,General,Presencial,Dentro del mercado,14,240612,17,843,1,48
250k a 1M,Intermedio,Específica,Presencial,Por encima del mercado,20,497315,18,945,0,88
250k a 1M,Experto,Específica,Híbrido,Por encima del mercado,4,195914,10,618,1,44
Más de 1M,Experto,Sin Experiencia,Presencial,Por debajo del mercado,2,233745,18,329,1,4
Menos de 250k,Experto,General,Híbrido,Por encima del mercado,6,280847,2,845,1,92
Más de 1M,Básico,General,Presencial,Por encima del mercado,21,95854,10,292,0,43
250k a 1M,Intermedio,Específica,Remoto,Dentro del mercado,4,71129,7,576,1,51
250k a 1M,Básico,General,Híbrido,Dentro del mercado,12,122945,10,293,1,56
Menos de 250k,Experto,Específica,Híbrido,Por encima del mercado,36,331558,15,793,0,66
250k a 1M,Experto,Específica,Remoto,Por encima del mercado,9,218930,2,457,0,17
Más de 1M,Experto,Sin Experiencia,Presencial,Por debajo del mercado,26,274428,6,639,1,32
250k a 1M,Básico,General,Híbrido,Por debajo del mercado,27,474816,5,478,0,48
Menos de 250k,Básico,General,Presencial,Dentro del mercado,11,19598,9,351,1,75
Menos de 250k,Experto,General,Presencial,Por debajo del mercado,8,175357,10,736,0,32
Más de 1M,Intermedio,Específica,Híbrido,Por debajo del mercado,33,48119,16,805,0,17
Más de 1M,Experto,Sin Experiencia,Remoto,Por debajo del mercado,6,229849,17,974,0,65
250k a 1M,Intermedio,Sin Experiencia,Presencial,Dentro del mercado,18,367139,7,716,0,77
250k a 1M,Intermedio,Específica,Remoto,Por debajo del mercado,18,42308,14,143,1,57
Más de 1M,Experto,General,Presencial,Por encima del mercado,15,284518,6,911,1,42
Más de 1M,Básico,General,Remoto,Dentro del mercado,20,402840,7,373,1,5
Más de 1M,Básico,Específica,Remoto,Por debajo del mercado,33,146839,18,385,0,52
250k a 1M,Intermedio,Sin Experiencia,Remoto,Por encima del mercado,10,272833,6,669,1,73
Menos de 250k,Intermedio,Específica,Remoto,Por debajo del mercado,24,136064,17,847,1,3
Menos de 250k,Intermedio,Sin Experiencia,Presencial,Por encima del mercado,25,275811,11,866,1,94
Menos de 250k,Experto,Específica,Remoto,Por encima del mercado,17,212441,2,284,1,38
250k a 1M,Básico,General,Presencial,Por encima del mercado,32,190406,2,59,0,78
Menos de 250k,Básico,Específica,Presencial,Por debajo del mercado,8,387894,6,831,1,81
Menos de 250k,Experto,Sin Experiencia,Presencial,Dentro del mercado,2,23226,11,987,1,22
250k a 1M,Intermedio,Específica,Híbrido,Por debajo del mercado,13,303731,7,23,0,47
Más de 1M,Experto,General,Presencial,Por debajo del mercado,18,330084,8,177,0,71
Más de 1M,Intermedio,General,Híbrido,Dentro del mercado,16,357049,3,213,0,91
Menos de 250k,Experto,Sin Experiencia,Presencial,Por encima del mercado,2,437857,7,524,1,91
Más de 1M,Básico,Sin Experiencia,Remoto,Por debajo del mercado,26,494576,7,740,1,88
Menos de 250k,Intermedio,Sin Experiencia,Remoto,Por encima del mercado,1,285963,4,878,1,73
Menos de 250k,Experto,Específica,Remoto,Por encima del mercado,35,482725,14,134,0,61
250k a 1M,Básico,Sin Experiencia,Presencial,Dentro del mercado,21,62463,4,816,1,98
250k a 1M,Experto,Específica,Híbrido,Por encima del mercado,11,223687,2,207,1,31
Menos de 250k,Básico,General,Remoto,Dentro del mercado,10,494074,20,410,0,11
Más de 1M,Experto,Sin Experiencia,Remoto,Por debajo del mercado,14,355224,16,930,1,17
Más de 1M,Experto,Específica,Remoto,Por encima del mercado,36,454430,15,877,0,76
Menos de 250k,Intermedio,Sin Experiencia,Remoto,Dentro del mercado,24,119622,5,150,0,91
250k a 1M,Experto,General,Híbrido,Por debajo del mercado,9,44217,2,531,1,15
250k a 1M,Intermedio,Específica,Presencial,Por debajo del mercado,7,376282,10,370,1,64
Más de 1M,Experto,Sin Experiencia,Híbrido,Dentro del mercado,5,390379,4,13,1,81
250k a 1M,Experto,Específica,Remoto,Por encima del mercado,25,273447,13,289,0,78
Menos de 250k,Intermedio,General,Híbrido,Por encima del mercado,26,353870,2,649,1,21
Más de 1M,Experto,Sin Experiencia,Remoto,Dentro del mercado,32,24559,11,36,0,20
Más de 1M,Experto,General,Híbrido,Por debajo del mercado,9,449919,1,822,1,4
250k a 1M,Básico,Específica,Híbrido,Por encima del mercado,30,417643,18,460,1,97
250k a 1M,Experto,General,Híbrido,Por encima del mercado,8,190619,10,500,0,92
250k a 1M,Básico,General,Remoto,Dentro del mercado,23,437496,5,407,1,22
Más de 1M,Básico,Específica,Presencial,Dentro del mercado,7,300679,15,706,0,43
Más de 1M,Intermedio,Sin Experiencia,Híbrido,Por debajo del mercado,19,490068,20,386,1,37
Más de 1M,Básico,Sin Experiencia,Remoto,Por debajo del mercado,8,191934,19,709,0,42
250k a 1M,Experto,Específica,Híbrido,Por encima del mercado,12,412484,11,23,1,91
250k a 1M,Experto,Específica,Híbrido,Dentro del mercado,26,210581,13,256,1,44
Menos de 250k,Experto,General,Híbrido,Por encima del mercado,35,146964,20,400,1,55
Menos de 250k,Experto,General,Híbrido,Dentro del mercado,1,248763,17,219,1,23
Menos de 250k,Básico,General,Presencial,Dentro del mercado,34,66978,18,474,0,58
250k a 1M,Experto,General,Presencial,Dentro del mercado,13,273027,5,438,0,9
250k a 1M,Básico,General,Presencial,Por encima del mercado,17,184327,11,898,0,10
250k a 1M,Intermedio,General,Híbrido,Por debajo del mercado,10,234911,15,746,0,0
Menos de 250k,Básico,Sin Experiencia,Remoto,Dentro del mercado,18,113421,12,702,1,0
250k a 1M,Intermedio,Específica,Híbrido,Por encima del mercado,20,167306,6,921,0,70
250k a 1M,Intermedio,Específica,Presencial,Por debajo del mercado,5,487637,5,26,1,28
250k a 1M,Intermedio,Específica,Híbrido,Por debajo del mercado,2,160871,7,377,0,73
Más de 1M,Básico,Sin Experiencia,Remoto,Por debajo del mercado,5,340768,17,879,1,8
Menos de 250k,Experto,Sin Experiencia,Presencial,Dentro del mercado,7,29324,14,431,0,10
Menos de 250k,Experto,Sin Experiencia,Presencial,Por debajo del mercado,22,439112,11,584,1,29
250k a 1M,Intermedio,General,Híbrido,Por debajo del mercado,17,165009,20,227,1,48
Menos de 250k,Experto,General,Presencial,Por encima del mercado,20,476618,13,402,0,86
250k a 1M,Intermedio,Específica,Remoto,Dentro del mercado,36,14768,17,807,0,26
Menos de 250k,Experto,Específica,Remoto,Por encima del mercado,16,444323,18,536,1,71
Más de 1M,Intermedio,General,Híbrido,Dentro del mercado,16,412532,8,483,1,40
250k a 1M,Básico,General,Presencial,Dentro del mercado,12,42380,14,381,1,4
250k a 1M,Intermedio,Específica,Presencial,Por debajo del mercado,2,356700,9,518,1,67
Más de 1M,Básico,Sin Experiencia,Híbrido,Por debajo del mercado,11,29126,8,434,1,28
Más de 1M,Básico,Sin Experiencia,Presencial,Por encima del mercado,1,470414,7,466,1,53
Más de 1M,Experto,General,Remoto,Por debajo del mercado,20,303196,8,788,0,70
Más de 1M,Básico,Específica,Híbrido,Por debajo del mercado,31,491767,1,424,1,20
Menos de 250k,Experto,Específica,Presencial,Dentro del mercado,32,242757,15,798,0,100
Más de 1M,Básico,Sin Experiencia,Remoto,Dentro del mercado,3,38154,6,930,0,54
Más de 1M,Intermedio,Específica,Presencial,Por debajo del mercado,31,490461,14,999,0,91
250k a 1M,Intermedio,General,Presencial,Por debajo del mercado,6,290806,6,184,0,45
250k a 1M,Básico,Sin Experiencia,Presencial,Dentro del mercado,1,464440,18,496,1,56
Menos de 250k,Básico,General,Presencial,Por encima del mercado,26,11134,5,616,1,96
Más de 1M,Experto,Específica,Híbrido,Por encima del mercado,32,490364,6,61,0,27
250k a 1M,Básico,General,Remoto,Por encima del mercado,4,13301,17,144,1,50
250k a 1M,Experto,Sin Experiencia,Remoto,Dentro del mercado,16,101061,13,856,1,90
250k a 1M,Intermedio,General,Remoto,Por encima del mercado,36,180056,11,881,0,62
250k a 1M,Intermedio,Sin Experiencia,Remoto,Por encima del mercado,22,276348,16,735,0,91
250k a 1M,Intermedio,Sin Experiencia,Híbrido,Por debajo del mercado,16,10544,4,483,0,42
Más de 1M,Básico,Específica,Presencial,Por encima del mercado,29,323739,19,717,1,81
Más de 1M,Básico,General,Híbrido,Por encima del mercado,29,210774,12,630,1,77
250k a 1M,Básico,General,Remoto,Dentro del mercado,33,234240,19,470,1,61
Más de 1M,Experto,General,Remoto,Por encima del mercado,16,296583,5,509,0,72
